Filename;Filetype;DTX_VERSION;Width;Height;Mipmaps Used;DTX Flags;DTX_PREFER4444;DTX_NOSYSCACHE;DTX_SECTIONSFIXED;DTX_MIPSALLOCED;DTX_PREFER16BIT;DTX_FULLBRITE;DTX_LUMBUMPMAP;DTX_BUMPMAP;DTX_CUBEMAP;DTX_32BITSYSCOPY;DTX_PREFER5551;Unknown;Surface Flag;Texture Group;BPP;Non S3TC Offset;UI Mipmap Offset;Texture Priority;Detail Scale;Detail Angle;Command String;Light String
sfx\particle\blood_4.dtx;0;DTX_VERSION_LT2;128;128;1;'0000100000000000;;;DTX_SECTIONSFIXED ;;;;;;;;;0;0;5;BPP_32P;0;0;0;0.0;0;AlphaRef 64;
sfx\particle\greysphere_1.dtx;0;DTX_VERSION_LT2;32;32;1;'0000100000000000;;;DTX_SECTIONSFIXED ;;;;;;;;;0;0;5;BPP_32P;0;0;0;0.0;0;;
sfx\particle\heart.dtx;0;DTX_VERSION_LT2;32;32;1;'0000100000000000;;;DTX_SECTIONSFIXED ;;;;;;;;;0;0;5;BPP_32P;0;0;0;0.0;0;;
sfx\particle\sleep.dtx;0;DTX_VERSION_LT2;32;32;1;'0000100000000000;;;DTX_SECTIONSFIXED ;;;;;;;;;0;0;5;BPP_32P;0;0;0;0.0;0;;
sfx\particle\sprtex\bubble1.dtx;0;DTX_VERSION_LT2;32;32;1;'0000100000000000;;;DTX_SECTIONSFIXED ;;;;;;;;;0;0;5;BPP_32P;0;0;0;0.0;0;;
sfx\particle\sprtex\bubble2.dtx;0;DTX_VERSION_LT2;32;32;1;'0000100000000000;;;DTX_SECTIONSFIXED ;;;;;;;;;0;0;5;BPP_32P;0;0;0;0.0;0;;
sfx\particle\sprtex\bubble3.dtx;0;DTX_VERSION_LT2;32;32;1;'0000100000000000;;;DTX_SECTIONSFIXED ;;;;;;;;;0;0;5;BPP_32P;0;0;0;0.0;0;;
sfx\particle\sprtex\bubble4.dtx;0;DTX_VERSION_LT2;32;32;1;'0000100000000000;;;DTX_SECTIONSFIXED ;;;;;;;;;0;0;5;BPP_32P;0;0;0;0.0;0;;
sfx\rain\sprtex\rnrng01.dtx;0;DTX_VERSION_LT2;64;64;1;'0000100000000000;;;DTX_SECTIONSFIXED ;;;;;;;;;0;0;5;BPP_32P;0;0;0;0.0;0;;
sfx\rain\sprtex\rnrng02.dtx;0;DTX_VERSION_LT2;64;64;1;'0000100000000000;;;DTX_SECTIONSFIXED ;;;;;;;;;0;0;5;BPP_32P;0;0;0;0.0;0;;
sfx\rain\sprtex\rnrng03.dtx;0;DTX_VERSION_LT2;64;64;1;'0000100000000000;;;DTX_SECTIONSFIXED ;;;;;;;;;0;0;5;BPP_32P;0;0;0;0.0;0;;
sfx\rain\sprtex\rnrng04.dtx;0;DTX_VERSION_LT2;64;64;1;'0000100000000000;;;DTX_SECTIONSFIXED ;;;;;;;;;0;0;5;BPP_32P;0;0;0;0.0;0;;
sfx\rain\sprtex\rnrng05.dtx;0;DTX_VERSION_LT2;64;64;1;'0000100000000000;;;DTX_SECTIONSFIXED ;;;;;;;;;0;0;5;BPP_32P;0;0;0;0.0;0;;
sfx\rain\sprtex\rnrng06.dtx;0;DTX_VERSION_LT2;64;64;1;'0000100000000000;;;DTX_SECTIONSFIXED ;;;;;;;;;0;0;5;BPP_32P;0;0;0;0.0;0;;
sfx\rain\sprtex\rnrng07.dtx;0;DTX_VERSION_LT2;64;64;1;'0000100000000000;;;DTX_SECTIONSFIXED ;;;;;;;;;0;0;5;BPP_32P;0;0;0;0.0;0;;
sfx\rain\sprtex\rnrng08.dtx;0;DTX_VERSION_LT2;64;64;1;'0000100000000000;;;DTX_SECTIONSFIXED ;;;;;;;;;0;0;5;BPP_32P;0;0;0;0.0;0;;
sfx\rain\sprtex\rnspl01.dtx;0;DTX_VERSION_LT2;32;64;1;'0000100000000000;;;DTX_SECTIONSFIXED ;;;;;;;;;0;0;5;BPP_32P;0;0;0;0.0;0;;
sfx\smoke\sprtex\flamesadd.dtx;0;DTX_VERSION_LT2;32;32;1;'0000100000000000;;;DTX_SECTIONSFIXED ;;;;;;;;;0;0;5;BPP_32P;0;0;0;0.0;0;;
sfx\smoke\sprtex\smk01.dtx;0;DTX_VERSION_LT2;64;64;1;'0000100000000000;;;DTX_SECTIONSFIXED ;;;;;;;;;0;0;5;BPP_32P;0;0;0;0.0;0;;
sfx\smoke\sprtex\smk02.dtx;0;DTX_VERSION_LT2;32;32;2;'1000100000000000;DTX_PREFER4444 ;;DTX_SECTIONSFIXED ;;;;;;;;;0;0;5;BPP_32;0;0;0;0.0;0;;
sfx\smoke\sprtex\smoke2_10.dtx;0;DTX_VERSION_LT2;32;32;1;'1000100000000000;DTX_PREFER4444 ;;DTX_SECTIONSFIXED ;;;;;;;;;0;0;5;BPP_8P;0;0;0;0.0;0;;
sfx\smoke\sprtex\smokeadd.dtx;0;DTX_VERSION_LT2;32;32;1;'0000100000000000;;;DTX_SECTIONSFIXED ;;;;;;;;;0;0;5;BPP_32P;0;0;0;0.0;0;;
sfx\smoke\sprtex\smokeadd6.dtx;0;DTX_VERSION_LT2;32;32;1;'0000100000000000;;;DTX_SECTIONSFIXED ;;;;;;;;;0;0;5;BPP_32P;0;0;0;0.0;0;;
sfx\smoke\sprtex\smokeadd7.dtx;0;DTX_VERSION_LT2;32;32;1;'0000100000000000;;;DTX_SECTIONSFIXED ;;;;;;;;;0;0;5;BPP_32P;0;0;0;0.0;0;;
sfx\smoke\sprtex\smoketrail1.dtx;0;DTX_VERSION_LT2;128;128;1;'0000100000000000;;;DTX_SECTIONSFIXED ;;;;;;;;;0;0;5;BPP_32P;0;0;0;0.0;0;;
sfx\smoke\sprtex\smoke_gray2.dtx;0;DTX_VERSION_LT2;128;128;1;'0000100000000000;;;DTX_SECTIONSFIXED ;;;;;;;;;0;0;5;BPP_32P;0;0;0;0.0;0;;
sfx\snow\sprtex\snow1.dtx;0;DTX_VERSION_LT2;32;32;1;'0000100000000000;;;DTX_SECTIONSFIXED ;;;;;;;;;0;0;5;BPP_32P;0;0;0;0.0;0;;
sfx\snow\sprtex\snwfs_l.dtx;0;DTX_VERSION_LT2;64;64;3;'0000100000000000;;;DTX_SECTIONSFIXED ;;;;;;;;;0;0;5;BPP_32P;0;0;0;0.0;0;;
sfx\snow\sprtex\snwfs_r.dtx;0;DTX_VERSION_LT2;64;64;3;'0000100000000000;;;DTX_SECTIONSFIXED ;;;;;;;;;0;0;5;BPP_32P;0;0;0;0.0;0;;
sfx\test\blueflash.dtx;0;DTX_VERSION_LT2;64;64;1;'0000100000000000;;;DTX_SECTIONSFIXED ;;;;;;;;;0;0;5;BPP_32P;0;0;0;0.0;0;;
sfx\test\fxtest20.dtx;0;DTX_VERSION_LT2;256;256;1;'0000100000000000;;;DTX_SECTIONSFIXED ;;;;;;;;;0;0;5;BPP_32P;0;0;0;0.0;0;;
sfx\test\fxtest29.dtx;0;DTX_VERSION_LT2;128;64;1;'0000100000000000;;;DTX_SECTIONSFIXED ;;;;;;;;;0;0;5;BPP_32P;0;0;0;0.0;0;;
sfx\test\fxtest30.dtx;0;DTX_VERSION_LT2;64;32;1;'0000100000000000;;;DTX_SECTIONSFIXED ;;;;;;;;;0;0;5;BPP_32P;0;0;0;0.0;0;;
sfx\test\fxtest35.dtx;0;DTX_VERSION_LT2;64;32;1;'0000100000000000;;;DTX_SECTIONSFIXED ;;;;;;;;;0;0;5;BPP_32P;0;0;0;0.0;0;;
sfx\test\fxtest36.dtx;0;DTX_VERSION_LT2;128;64;1;'0000100000000000;;;DTX_SECTIONSFIXED ;;;;;;;;;0;0;5;BPP_32P;0;0;0;0.0;0;;
sfx\test\fxtest40.dtx;0;DTX_VERSION_LT2;64;64;1;'0000100000000000;;;DTX_SECTIONSFIXED ;;;;;;;;;0;0;5;BPP_32P;0;0;0;0.0;0;;
sfx\test\fxtest42.dtx;0;DTX_VERSION_LT2;128;128;1;'0000100000000000;;;DTX_SECTIONSFIXED ;;;;;;;;;0;0;5;BPP_32P;0;0;0;0.0;0;;
sfx\test\fxtest50.dtx;0;DTX_VERSION_LT2;128;128;1;'0000100000000000;;;DTX_SECTIONSFIXED ;;;;;;;;;0;0;5;BPP_32P;0;0;0;0.0;0;;
sfx\test\fxtest61.dtx;0;DTX_VERSION_LT2;64;32;1;'0000100000000000;;;DTX_SECTIONSFIXED ;;;;;;;;;0;0;5;BPP_32P;0;0;0;0.0;0;;
sfx\test\fxtest62.dtx;0;DTX_VERSION_LT2;32;32;1;'0000100000000000;;;DTX_SECTIONSFIXED ;;;;;;;;;0;0;0;BPP_32P;0;0;0;0.0;0;;
sfx\test\fxtest63.dtx;0;DTX_VERSION_LT2;32;32;1;'0000100000000000;;;DTX_SECTIONSFIXED ;;;;;;;;;0;0;0;BPP_32P;0;0;0;0.0;0;;
sfx\test\fxtest64.dtx;0;DTX_VERSION_LT2;64;32;1;'0000100000000000;;;DTX_SECTIONSFIXED ;;;;;;;;;0;0;5;BPP_32P;0;0;0;0.0;0;;
sfx\test\redflash.dtx;0;DTX_VERSION_LT2;64;64;1;'0000100000000000;;;DTX_SECTIONSFIXED ;;;;;;;;;0;0;5;BPP_32P;0;0;0;0.0;0;;
sfx\test\smoke1.dtx;0;DTX_VERSION_LT2;128;128;1;'0000100000000000;;;DTX_SECTIONSFIXED ;;;;;;;;;0;0;5;BPP_32P;0;0;0;0.0;0;;
sfx\test\smoke2.dtx;0;DTX_VERSION_LT2;128;128;1;'0000100000000000;;;DTX_SECTIONSFIXED ;;;;;;;;;0;0;5;BPP_32P;0;0;0;0.0;0;;
sfx\test\smoke3.dtx;0;DTX_VERSION_LT2;128;128;1;'0000100000000000;;;DTX_SECTIONSFIXED ;;;;;;;;;0;0;5;BPP_32P;0;0;0;0.0;0;;
sfx\test\smoke4.dtx;0;DTX_VERSION_LT2;128;128;1;'0000100000000000;;;DTX_SECTIONSFIXED ;;;;;;;;;0;0;5;BPP_32P;0;0;0;0.0;0;;
sfx\test\static0.dtx;0;DTX_VERSION_LT2;64;64;1;'0000100000000000;;;DTX_SECTIONSFIXED ;;;;;;;;;0;0;0;BPP_32P;0;0;0;0.0;0;;
sfx\test\static1.dtx;0;DTX_VERSION_LT2;64;64;1;'0000100000000000;;;DTX_SECTIONSFIXED ;;;;;;;;;0;0;0;BPP_32P;0;0;0;0.0;0;;
sfx\test\static2.dtx;0;DTX_VERSION_LT2;64;64;1;'0000100000000000;;;DTX_SECTIONSFIXED ;;;;;;;;;0;0;0;BPP_32P;0;0;0;0.0;0;;
sfx\test\static3.dtx;0;DTX_VERSION_LT2;64;64;1;'0000100000000000;;;DTX_SECTIONSFIXED ;;;;;;;;;0;0;0;BPP_32P;0;0;0;0.0;0;;
sfx\test\yellowflash.dtx;0;DTX_VERSION_LT2;64;64;1;'0000100000000000;;;DTX_SECTIONSFIXED ;;;;;;;;;0;0;5;BPP_32P;0;0;0;0.0;0;;
sfx\test\zipcord.dtx;0;DTX_VERSION_LT2;128;16;1;'0000100000000000;;;DTX_SECTIONSFIXED ;;;;;;;;;0;0;5;BPP_32P;0;0;0;0.0;0;;
sfx\test\fire1test\fire1_01.dtx;0;DTX_VERSION_LT2;64;64;1;'0000100000000000;;;DTX_SECTIONSFIXED ;;;;;;;;;0;0;5;BPP_32P;0;0;0;0.0;0;;
sfx\test\fire1test\fire1_02.dtx;0;DTX_VERSION_LT2;64;64;1;'0000100000000000;;;DTX_SECTIONSFIXED ;;;;;;;;;0;0;5;BPP_32P;0;0;0;0.0;0;;
sfx\test\fire1test\fire1_03.dtx;0;DTX_VERSION_LT2;64;64;1;'0000100000000000;;;DTX_SECTIONSFIXED ;;;;;;;;;0;0;5;BPP_32P;0;0;0;0.0;0;;
sfx\test\fire1test\fire1_04.dtx;0;DTX_VERSION_LT2;64;64;1;'0000100000000000;;;DTX_SECTIONSFIXED ;;;;;;;;;0;0;5;BPP_32P;0;0;0;0.0;0;;
sfx\test\fire1test\fire1_05.dtx;0;DTX_VERSION_LT2;64;64;1;'0000100000000000;;;DTX_SECTIONSFIXED ;;;;;;;;;0;0;5;BPP_32P;0;0;0;0.0;0;;
sfx\test\fire1test\fire1_06.dtx;0;DTX_VERSION_LT2;64;64;1;'0000100000000000;;;DTX_SECTIONSFIXED ;;;;;;;;;0;0;5;BPP_32P;0;0;0;0.0;0;;
sfx\test\fire1test\fire1_07.dtx;0;DTX_VERSION_LT2;64;64;1;'0000100000000000;;;DTX_SECTIONSFIXED ;;;;;;;;;0;0;5;BPP_32P;0;0;0;0.0;0;;
sfx\test\fire1test\fire1_08.dtx;0;DTX_VERSION_LT2;64;64;1;'0000100000000000;;;DTX_SECTIONSFIXED ;;;;;;;;;0;0;5;BPP_32P;0;0;0;0.0;0;;
sfx\test\fire1test\fire1_09.dtx;0;DTX_VERSION_LT2;64;64;1;'0000100000000000;;;DTX_SECTIONSFIXED ;;;;;;;;;0;0;5;BPP_32P;0;0;0;0.0;0;;
sfx\test\fire1test\fire1_10.dtx;0;DTX_VERSION_LT2;64;64;1;'0000100000000000;;;DTX_SECTIONSFIXED ;;;;;;;;;0;0;5;BPP_32P;0;0;0;0.0;0;;
sfx\test\fire1test\fire1_11.dtx;0;DTX_VERSION_LT2;64;64;1;'0000100000000000;;;DTX_SECTIONSFIXED ;;;;;;;;;0;0;5;BPP_32P;0;0;0;0.0;0;;
sfx\test\fire1test\fire1_12.dtx;0;DTX_VERSION_LT2;64;64;1;'0000100000000000;;;DTX_SECTIONSFIXED ;;;;;;;;;0;0;5;BPP_32P;0;0;0;0.0;0;;
sfx\test\fire1test\fire1_13.dtx;0;DTX_VERSION_LT2;64;64;1;'0000100000000000;;;DTX_SECTIONSFIXED ;;;;;;;;;0;0;5;BPP_32P;0;0;0;0.0;0;;
sfx\test\fire1test\fire1_14.dtx;0;DTX_VERSION_LT2;64;64;1;'0000100000000000;;;DTX_SECTIONSFIXED ;;;;;;;;;0;0;5;BPP_32P;0;0;0;0.0;0;;
sfx\test\fire1test\fire1_15.dtx;0;DTX_VERSION_LT2;64;64;1;'0000100000000000;;;DTX_SECTIONSFIXED ;;;;;;;;;0;0;5;BPP_32P;0;0;0;0.0;0;;
sfx\test\fire1test\fire1_16.dtx;0;DTX_VERSION_LT2;64;64;1;'0000100000000000;;;DTX_SECTIONSFIXED ;;;;;;;;;0;0;5;BPP_32P;0;0;0;0.0;0;;
sfx\test\fire1test\fire1_17.dtx;0;DTX_VERSION_LT2;64;64;1;'0000100000000000;;;DTX_SECTIONSFIXED ;;;;;;;;;0;0;5;BPP_32P;0;0;0;0.0;0;;
sfx\test\fire1test\fire1_18.dtx;0;DTX_VERSION_LT2;64;64;1;'0000100000000000;;;DTX_SECTIONSFIXED ;;;;;;;;;0;0;5;BPP_32P;0;0;0;0.0;0;;
sfx\test\fire1test\fire1_19.dtx;0;DTX_VERSION_LT2;64;64;1;'0000100000000000;;;DTX_SECTIONSFIXED ;;;;;;;;;0;0;5;BPP_32P;0;0;0;0.0;0;;
sfx\test\fire2test\fire2_01.dtx;0;DTX_VERSION_LT2;64;64;1;'0000100000000000;;;DTX_SECTIONSFIXED ;;;;;;;;;0;0;5;BPP_32P;0;0;0;0.0;0;;
sfx\test\fire2test\fire2_02.dtx;0;DTX_VERSION_LT2;64;64;1;'0000100000000000;;;DTX_SECTIONSFIXED ;;;;;;;;;0;0;5;BPP_32P;0;0;0;0.0;0;;
sfx\test\fire2test\fire2_03.dtx;0;DTX_VERSION_LT2;64;64;1;'0000100000000000;;;DTX_SECTIONSFIXED ;;;;;;;;;0;0;5;BPP_32P;0;0;0;0.0;0;;
sfx\test\fire2test\fire2_04.dtx;0;DTX_VERSION_LT2;64;64;1;'0000100000000000;;;DTX_SECTIONSFIXED ;;;;;;;;;0;0;5;BPP_32P;0;0;0;0.0;0;;
sfx\test\fire2test\fire2_05.dtx;0;DTX_VERSION_LT2;64;64;1;'0000100000000000;;;DTX_SECTIONSFIXED ;;;;;;;;;0;0;5;BPP_32P;0;0;0;0.0;0;;
sfx\test\fire2test\fire2_06.dtx;0;DTX_VERSION_LT2;64;64;1;'0000100000000000;;;DTX_SECTIONSFIXED ;;;;;;;;;0;0;5;BPP_32P;0;0;0;0.0;0;;
sfx\test\fire2test\fire2_07.dtx;0;DTX_VERSION_LT2;64;64;1;'0000100000000000;;;DTX_SECTIONSFIXED ;;;;;;;;;0;0;5;BPP_32P;0;0;0;0.0;0;;
sfx\test\fire2test\fire2_08.dtx;0;DTX_VERSION_LT2;64;64;1;'0000100000000000;;;DTX_SECTIONSFIXED ;;;;;;;;;0;0;5;BPP_32P;0;0;0;0.0;0;;
sfx\test\fire2test\fire2_09.dtx;0;DTX_VERSION_LT2;64;64;1;'0000100000000000;;;DTX_SECTIONSFIXED ;;;;;;;;;0;0;5;BPP_32P;0;0;0;0.0;0;;
sfx\test\fire2test\fire2_10.dtx;0;DTX_VERSION_LT2;64;64;1;'0000100000000000;;;DTX_SECTIONSFIXED ;;;;;;;;;0;0;5;BPP_32P;0;0;0;0.0;0;;
sfx\test\fire2test\fire2_11.dtx;0;DTX_VERSION_LT2;64;64;1;'0000100000000000;;;DTX_SECTIONSFIXED ;;;;;;;;;0;0;5;BPP_32P;0;0;0;0.0;0;;
sfx\test\fire2test\fire2_12.dtx;0;DTX_VERSION_LT2;64;64;1;'0000100000000000;;;DTX_SECTIONSFIXED ;;;;;;;;;0;0;5;BPP_32P;0;0;0;0.0;0;;
sfx\test\fire2test\fire2_13.dtx;0;DTX_VERSION_LT2;64;64;1;'0000100000000000;;;DTX_SECTIONSFIXED ;;;;;;;;;0;0;5;BPP_32P;0;0;0;0.0;0;;
sfx\test\fire2test\fire2_14.dtx;0;DTX_VERSION_LT2;64;64;1;'0000100000000000;;;DTX_SECTIONSFIXED ;;;;;;;;;0;0;5;BPP_32P;0;0;0;0.0;0;;
sfx\test\fire2test\fire2_15.dtx;0;DTX_VERSION_LT2;64;64;1;'0000100000000000;;;DTX_SECTIONSFIXED ;;;;;;;;;0;0;5;BPP_32P;0;0;0;0.0;0;;
sfx\test\fire2test\fire2_16.dtx;0;DTX_VERSION_LT2;64;64;1;'0000100000000000;;;DTX_SECTIONSFIXED ;;;;;;;;;0;0;5;BPP_32P;0;0;0;0.0;0;;
sfx\test\fire2test\fire2_17.dtx;0;DTX_VERSION_LT2;64;64;1;'0000100000000000;;;DTX_SECTIONSFIXED ;;;;;;;;;0;0;5;BPP_32P;0;0;0;0.0;0;;
sfx\test\fire2test\fire2_18.dtx;0;DTX_VERSION_LT2;64;64;1;'0000100000000000;;;DTX_SECTIONSFIXED ;;;;;;;;;0;0;5;BPP_32P;0;0;0;0.0;0;;
sfx\test\fire2test\fire2_19.dtx;0;DTX_VERSION_LT2;64;64;1;'0000100000000000;;;DTX_SECTIONSFIXED ;;;;;;;;;0;0;5;BPP_32P;0;0;0;0.0;0;;
sfx\water\sprtex\wa0017.dtx;0;DTX_VERSION_LT2;256;256;1;'0000100000000000;;;DTX_SECTIONSFIXED ;;;;;;;;;0;201;1;BPP_32P;0;0;0;0.0;0;EnvMap Tex\EnvMap\EnvMap021.dtx;
sfx\water\sprtex\wa0019.dtx;0;DTX_VERSION_LT2;512;512;1;'0000100000000000;;;DTX_SECTIONSFIXED ;;;;;;;;;0;101;1;BPP_32P;0;0;0;0.0;0;EnvMap Tex\EnvMap\EnvMap023.dtx;
sfx\water\sprtex\wa0020.dtx;0;DTX_VERSION_LT2;128;128;1;'0000100000000000;;;DTX_SECTIONSFIXED ;;;;;;;;;0;201;1;BPP_32P;0;0;0;0.0;0;;
sfx\water\sprtex\watb_02.dtx;0;DTX_VERSION_LT2;256;256;1;'0000100000000000;;;DTX_SECTIONSFIXED ;;;;;;;;;0;0;1;BPP_32P;0;0;0;0.0;0;;
statbar\art\activate.dtx;0;DTX_VERSION_LT2;32;32;1;'0000100000000000;;;DTX_SECTIONSFIXED ;;;;;;;;;0;0;0;BPP_32P;0;0;0;0.0;0;;
statbar\art\activategadget.dtx;0;DTX_VERSION_LT2;32;32;1;'0000100000000000;;;DTX_SECTIONSFIXED ;;;;;;;;;0;0;0;BPP_32P;0;0;0;0.0;0;;
statbar\art\boss_empty.dtx;0;DTX_VERSION_LT2;16;16;1;'0000100000000000;;;DTX_SECTIONSFIXED ;;;;;;;;;0;0;0;BPP_32P;0;0;0;0.0;0;;
statbar\art\boss_full.dtx;0;DTX_VERSION_LT2;16;16;1;'0000100000000000;;;DTX_SECTIONSFIXED ;;;;;;;;;0;0;0;BPP_32P;0;0;0;0.0;0;;
statbar\art\icon_air.dtx;0;DTX_VERSION_LT2;16;16;1;'0000100000000000;;;DTX_SECTIONSFIXED ;;;;;;;;;0;0;0;BPP_32P;0;0;0;0.0;0;;
statbar\art\icon_armor.dtx;0;DTX_VERSION_LT2;16;16;1;'0000100000000000;;;DTX_SECTIONSFIXED ;;;;;;;;;0;0;0;BPP_32P;0;0;0;0.0;0;;
statbar\art\icon_bleed.dtx;0;DTX_VERSION_LT2;32;32;1;'0000100000000000;;;DTX_SECTIONSFIXED ;;;;;;;;;0;0;0;BPP_32P;0;0;0;0.0;0;;
statbar\art\icon_burn.dtx;0;DTX_VERSION_LT2;16;16;1;'0000100000000000;;;DTX_SECTIONSFIXED ;;;;;;;;;0;0;0;BPP_32P;0;0;0;0.0;0;;
statbar\art\icon_choke.dtx;0;DTX_VERSION_LT2;16;16;1;'0000100000000000;;;DTX_SECTIONSFIXED ;;;;;;;;;0;0;0;BPP_32P;0;0;0;0.0;0;;
statbar\art\icon_electrocute.dtx;0;DTX_VERSION_LT2;16;16;1;'0000100000000000;;;DTX_SECTIONSFIXED ;;;;;;;;;0;0;0;BPP_32P;0;0;0;0.0;0;;
statbar\art\icon_health.dtx;0;DTX_VERSION_LT2;16;16;1;'0000100000000000;;;DTX_SECTIONSFIXED ;;;;;;;;;0;0;0;BPP_32P;0;0;0;0.0;0;;
statbar\art\icon_poison.dtx;0;DTX_VERSION_LT2;16;16;1;'0000100000000000;;;DTX_SECTIONSFIXED ;;;;;;;;;0;0;0;BPP_32P;0;0;0;0.0;0;;
statbar\art\icon_sleep.dtx;0;DTX_VERSION_LT2;16;16;1;'0000100000000000;;;DTX_SECTIONSFIXED ;;;;;;;;;0;0;0;BPP_32P;0;0;0;0.0;0;;
statbar\art\icon_stun.dtx;0;DTX_VERSION_LT2;16;16;1;'0000100000000000;;;DTX_SECTIONSFIXED ;;;;;;;;;0;0;0;BPP_32P;0;0;0;0.0;0;;
statbar\art\innocent.dtx;0;DTX_VERSION_LT2;32;32;1;'0000100000000000;;;DTX_SECTIONSFIXED ;;;;;;;;;0;0;0;BPP_32P;0;0;0;0.0;0;;
statbar\art\statbars.dtx;0;DTX_VERSION_LT2;32;32;1;'0000100000000000;;;DTX_SECTIONSFIXED ;;;;;;;;;0;0;0;BPP_32P;0;0;0;0.0;0;;
statbar\art\unarmed.dtx;0;DTX_VERSION_LT2;16;16;3;'0000100000000000;;;DTX_SECTIONSFIXED ;;;;;;;;;0;0;0;BPP_32P;0;0;0;0.0;0;;
statbar\sprtex\camera1.dtx;0;DTX_VERSION_LT2;64;64;1;'0000100000000000;;;DTX_SECTIONSFIXED ;;;;;;;;;0;0;0;BPP_32P;0;0;0;0.0;0;;
statbar\sprtex\camera2.dtx;0;DTX_VERSION_LT2;64;64;1;'0000100000000000;;;DTX_SECTIONSFIXED ;;;;;;;;;0;0;0;BPP_32P;0;0;0;0.0;0;;
statbar\sprtex\scope1_fade.dtx;0;DTX_VERSION_LT2;128;128;1;'0000100000000000;;;DTX_SECTIONSFIXED ;;;;;;;;;0;0;0;BPP_32;0;0;0;0.0;0;;
statbar\sprtex\scuba1_fade.dtx;0;DTX_VERSION_LT2;128;128;1;'0000100000000000;;;DTX_SECTIONSFIXED ;;;;;;;;;0;0;0;BPP_32;0;0;0;0.0;0;;
statbar\sprtex\txtback.dtx;0;DTX_VERSION_LT2;16;16;1;'0000100000000000;;;DTX_SECTIONSFIXED ;;;;;;;;;0;0;0;BPP_32P;0;0;0;0.0;0;;
tex\ai.dtx;0;DTX_VERSION_LT2;16;16;1;'0000100000000000;;;DTX_SECTIONSFIXED ;;;;;;;;;0;202;0;BPP_32P;0;0;0;0.0;0;;
tex\black.dtx;0;DTX_VERSION_LT2;16;16;3;'0000100000000000;;;DTX_SECTIONSFIXED ;;;;;;;;;0;20;0;BPP_32P;0;0;0;5.0;0;;
tex\blackfade.dtx;0;DTX_VERSION_LT2;16;32;3;'0000100000000000;;;DTX_SECTIONSFIXED ;;;;;;;;;0;0;0;BPP_32P;0;0;0;0.0;0;;
tex\chrome.dtx;0;DTX_VERSION_LT2;64;64;3;'0000100000000000;;;DTX_SECTIONSFIXED ;;;;;;;;;0;0;0;BPP_32P;0;0;0;0.0;0;;
tex\hullmaker.dtx;0;DTX_VERSION_LT2;16;16;1;'0000100000000000;;;DTX_SECTIONSFIXED ;;;;;;;;;0;0;0;BPP_32P;0;0;0;0.0;0;;
tex\invisible.dtx;0;DTX_VERSION_LT2;16;16;1;'0000100100000000;;;DTX_SECTIONSFIXED ;;;DTX_FULLBRITE ;;;;;;0;202;0;BPP_32P;0;0;0;0.0;0;;
tex\nothing.dtx;0;DTX_VERSION_LT2;16;16;1;'0000100000000000;;;DTX_SECTIONSFIXED ;;;;;;;;;0;110;0;BPP_32P;0;0;0;0.0;0;;
tex\occluder.dtx;0;DTX_VERSION_LT2;16;16;1;'0000100000000000;;;DTX_SECTIONSFIXED ;;;;;;;;;0;202;0;BPP_32P;0;0;0;0.0;0;;
tex\sky.dtx;0;DTX_VERSION_LT2;16;16;1;'0000100100000000;;;DTX_SECTIONSFIXED ;;;DTX_FULLBRITE ;;;;;;0;110;0;BPP_32P;0;0;0;0.0;0;;
tex\skypan.dtx;0;DTX_VERSION_LT2;256;256;3;'0000100000000000;;;DTX_SECTIONSFIXED ;;;;;;;;;0;0;0;BPP_32P;0;0;0;0.0;0;;
tex\skypan2.dtx;0;DTX_VERSION_LT2;128;128;3;'0000100100000000;;;DTX_SECTIONSFIXED ;;;DTX_FULLBRITE ;;;;;;0;0;0;BPP_32P;0;0;0;0.0;0;;
tex\skypan3.dtx;0;DTX_VERSION_LT2;16;16;3;'0000100000000000;;;DTX_SECTIONSFIXED ;;;;;;;;;0;0;0;BPP_32P;0;0;0;0.0;0;;
tex\skypan4.dtx;0;DTX_VERSION_LT2;16;16;3;'0000100000000000;;;DTX_SECTIONSFIXED ;;;;;;;;;0;0;0;BPP_32P;0;0;0;0.0;0;;
tex\sound.dtx;0;DTX_VERSION_LT2;16;16;1;'0000100000000000;;;DTX_SECTIONSFIXED ;;;;;;;;;0;0;0;BPP_32P;0;0;0;0.0;0;;
tex\detailtex\dtl0001.dtx;0;DTX_VERSION_LT2;64;64;3;'0000100000000000;;;DTX_SECTIONSFIXED ;;;;;;;;;0;0;0;BPP_32P;0;0;0;0.0;0;;
tex\detailtex\dtl0002.dtx;0;DTX_VERSION_LT2;64;64;3;'0000100000000000;;;DTX_SECTIONSFIXED ;;;;;;;;;0;0;0;BPP_32P;0;0;0;0.0;0;;
tex\detailtex\dtl0003.dtx;0;DTX_VERSION_LT2;64;64;3;'0000100000000000;;;DTX_SECTIONSFIXED ;;;;;;;;;0;0;0;BPP_32P;0;0;0;0.0;0;;
tex\detailtex\dtl0004.dtx;0;DTX_VERSION_LT2;64;64;3;'0000100000000000;;;DTX_SECTIONSFIXED ;;;;;;;;;0;0;0;BPP_32P;0;0;0;0.0;0;;
tex\detailtex\dtl0005.dtx;0;DTX_VERSION_LT2;64;64;3;'0000100000000000;;;DTX_SECTIONSFIXED ;;;;;;;;;0;0;0;BPP_32P;0;0;0;0.0;0;;
